,Date,RentedBikeCount,Hour,Temperature,Humidity,Wind speed,Visibility,Dew point temperature,Solar Radiation,Rainfall,Snowfall,Seasons,Holiday,Functioning Day
256,2018-05-22,86,16,19.5,80,1.2,553,15.9,0.53,0.4,0.0,Spring,Holiday,True
257,2018-05-22,50,17,18.6,84,1.8,499,15.8,0.28,1.0,0.0,Spring,Holiday,True
258,2018-05-22,30,18,17.9,93,1.2,258,16.7,0.13,2.0,0.0,Spring,Holiday,True
259,2018-05-22,45,19,17.6,93,0.3,331,16.4,0.06,1.5,0.0,Spring,Holiday,True
260,2018-05-22,30,20,17.2,85,1.4,467,14.6,0.0,0.5,0.0,Spring,Holiday,True
261,2018-05-22,58,21,17.0,85,1.1,597,14.4,0.0,0.5,0.0,Spring,Holiday,True
262,2018-05-22,29,22,16.8,87,0.6,447,14.6,0.0,0.5,0.0,Spring,Holiday,True
263,2018-05-22,18,23,16.3,96,1.1,198,15.6,0.0,2.5,0.0,Spring,Holiday,True
264,2018-06-06,1268,0,21.2,60,0.9,1789,13.1,0.0,0.0,0.0,Summer,Holiday,True
265,2018-06-06,1031,1,20.6,63,0.6,1670,13.3,0.0,0.0,0.0,Summer,Holiday,True
266,2018-06-06,792,2,20.1,65,1.0,1435,13.3,0.0,0.0,0.0,Summer,Holiday,True
267,2018-06-06,562,3,19.6,68,1.7,1260,13.5,0.0,0.0,0.0,Summer,Holiday,True
268,2018-06-06,332,4,19.2,68,0.8,1181,13.1,0.0,0.0,0.0,Summer,Holiday,True
269,2018-06-06,218,5,18.7,73,1.4,1065,13.7,0.0,0.0,0.0,Summer,Holiday,True
270,2018-06-06,351,6,18.5,73,1.1,1028,13.5,0.06,0.0,0.0,Summer,Holiday,True
271,2018-06-06,536,7,19.3,63,0.7,916,12.0,0.46,0.0,0.0,Summer,Holiday,True
272,2018-06-06,799,8,21.2,59,1.2,794,12.8,1.13,0.0,0.0,Summer,Holiday,True
273,2018-06-06,925,9,22.9,56,2.3,763,13.6,1.74,0.0,0.0,Summer,Holiday,True
274,2018-06-06,1087,10,24.3,53,2.9,949,14.1,2.37,0.0,0.0,Summer,Holiday,True
275,2018-06-06,1152,11,25.8,52,2.1,905,15.1,2.84,0.0,0.0,Summer,Holiday,True
276,2018-06-06,1400,12,27.3,51,2.8,703,16.2,3.16,0.0,0.0,Summer,Holiday,True
277,2018-06-06,1444,13,27.3,52,3.1,613,16.5,3.21,0.0,0.0,Summer,Holiday,True
278,2018-06-06,1603,14,27.4,50,3.5,615,16.0,3.01,0.0,0.0,Summer,Holiday,True
279,2018-06-06,1674,15,27.6,49,3.7,656,15.9,2.79,0.0,0.0,Summer,Holiday,True
280,2018-06-06,1940,16,27.9,47,2.8,824,15.5,2.36,0.0,0.0,Summer,Holiday,True
281,2018-06-06,2104,17,27.4,48,2.7,1084,15.4,1.8,0.0,0.0,Summer,Holiday,True
282,2018-06-06,2162,18,26.6,52,2.5,1368,15.9,1.09,0.0,0.0,Summer,Holiday,True
283,2018-06-06,2163,19,24.9,56,3.1,1469,15.5,0.51,0.0,0.0,Summer,Holiday,True
284,2018-06-06,2145,20,23.4,64,1.8,1144,16.1,0.07,0.0,0.0,Summer,Holiday,True
285,2018-06-06,1935,21,22.1,72,2.5,923,16.8,0.0,0.0,0.0,Summer,Holiday,True
286,2018-06-06,1624,22,20.8,78,1.8,763,16.8,0.0,0.0,0.0,Summer,Holiday,True
287,2018-06-06,1251,23,20.1,77,3.1,797,15.9,0.0,0.0,0.0,Summer,Holiday,True
288,2018-08-15,1034,0,30.0,67,0.8,1986,23.1,0.0,0.0,0.0,Summer,Holiday,True
289,2018-08-15,850,1,29.6,69,0.4,1942,23.3,0.0,0.0,0.0,Summer,Holiday,True
290,2018-08-15,676,2,29.5,68,0.4,1949,22.9,0.0,0.0,0.0,Summer,Holiday,True
291,2018-08-15,474,3,29.1,70,0.3,1952,23.0,0.0,0.0,0.0,Summer,Holiday,True
292,2018-08-15,310,4,28.8,73,0.5,1835,23.4,0.0,0.0,0.0,Summer,Holiday,True
293,2018-08-15,227,5,28.6,73,0.8,1808,23.2,0.0,0.0,0.0,Summer,Holiday,True
294,2018-08-15,346,6,28.4,74,1.0,1700,23.3,0.0,0.0,0.0,Summer,Holiday,True
295,2018-08-15,429,7,28.6,71,0.6,1797,22.8,0.17,0.0,0.0,Summer,Holiday,True
296,2018-08-15,553,8,29.9,60,0.8,1772,21.2,0.83,0.0,0.0,Summer,Holiday,True
297,2018-08-15,563,9,32.0,53,1.6,2000,21.2,1.56,0.0,0.0,Summer,Holiday,True
298,2018-08-15,547,10,33.5,49,1.0,1937,21.3,2.09,0.0,0.0,Summer,Holiday,True
299,2018-08-15,586,11,35.4,44,1.2,1887,21.2,2.58,0.0,0.0,Summer,Holiday,True
300,2018-08-15,563,12,36.5,41,1.1,1807,21.1,2.73,0.0,0.0,Summer,Holiday,True
301,2018-08-15,591,13,36.9,39,1.5,2000,20.6,2.46,0.0,0.0,Summer,Holiday,True
302,2018-08-15,627,14,37.2,38,0.9,1976,20.5,1.96,0.0,0.0,Summer,Holiday,True
303,2018-08-15,761,15,37.4,38,1.4,2000,20.6,1.72,0.0,0.0,Summer,Holiday,True
304,2018-08-15,877,16,36.6,39,0.7,2000,20.3,0.44,0.0,0.0,Summer,Holiday,True
305,2018-08-15,960,17,33.6,55,3.9,1929,23.3,0.86,0.0,0.0,Summer,Holiday,True
306,2018-08-15,925,18,32.8,63,2.3,1546,24.8,0.89,0.1,0.0,Summer,Holiday,True
307,2018-08-15,1301,19,28.7,76,0.7,2000,24.0,0.11,0.9,0.0,Summer,Holiday,True
308,2018-08-15,1500,20,28.4,69,1.5,2000,22.1,0.01,0.0,0.0,Summer,Holiday,True
309,2018-08-15,1507,21,28.6,69,1.3,2000,22.3,0.0,0.0,0.0,Summer,Holiday,True
310,2018-08-15,1350,22,28.6,67,1.0,2000,21.8,0.0,0.0,0.0,Summer,Holiday,True
311,2018-08-15,1008,23,28.5,69,1.1,2000,22.2,0.0,0.0,0.0,Summer,Holiday,True
312,2018-09-23,880,0,17.2,69,0.6,2000,11.4,0.0,0.0,0.0,Autumn,Holiday,True
313,2018-09-23,644,1,16.4,66,0.1,2000,10.0,0.0,0.0,0.0,Autumn,Holiday,True
314,2018-09-23,489,2,16.0,72,1.3,2000,10.9,0.0,0.0,0.0,Autumn,Holiday,True
315,2018-09-23,334,3,15.8,70,0.8,2000,10.3,0.0,0.0,0.0,Autumn,Holiday,True
316,2018-09-23,202,4,16.2,69,0.7,2000,10.4,0.0,0.0,0.0,Autumn,Holiday,True
317,2018-09-23,106,5,16.3,67,0.8,2000,10.1,0.0,0.0,0.0,Autumn,Holiday,True
318,2018-09-23,144,6,16.5,73,1.2,2000,11.6,0.0,0.0,0.0,Autumn,Holiday,True
319,2018-09-23,261,7,16.5,74,0.4,2000,11.8,0.0,0.0,0.0,Autumn,Holiday,True
320,2018-09-23,439,8,17.0,69,1.2,2000,11.2,0.3,0.0,0.0,Autumn,Holiday,True
321,2018-09-23,534,9,18.4,59,1.0,1951,10.2,0.86,0.0,0.0,Autumn,Holiday,True
322,2018-09-23,620,10,19.3,59,0.2,2000,11.0,0.94,0.0,0.0,Autumn,Holiday,True
323,2018-09-23,764,11,20.1,57,3.0,1929,11.3,1.29,0.0,0.0,Autumn,Holiday,True
324,2018-09-23,915,12,20.8,52,1.2,1984,10.5,1.25,0.0,0.0,Autumn,Holiday,True
325,2018-09-23,1031,13,22.7,44,1.4,1913,9.8,1.77,0.0,0.0,Autumn,Holiday,True
326,2018-09-23,1136,14,24.2,40,1.2,1953,9.7,2.62,0.0,0.0,Autumn,Holiday,True
327,2018-09-23,1366,15,25.0,28,2.2,2000,5.2,2.39,0.0,0.0,Autumn,Holiday,True
328,2018-09-23,1502,16,24.6,29,4.0,1988,5.3,1.73,0.0,0.0,Autumn,Holiday,True
329,2018-09-23,1591,17,24.1,41,2.4,2000,10.0,1.17,0.0,0.0,Autumn,Holiday,True
330,2018-09-23,1492,18,22.3,53,2.7,2000,12.2,0.44,0.0,0.0,Autumn,Holiday,True
331,2018-09-23,1333,19,21.0,54,2.9,2000,11.3,0.01,0.0,0.0,Autumn,Holiday,True
332,2018-09-23,1287,20,20.2,48,3.3,2000,8.8,0.0,0.0,0.0,Autumn,Holiday,True
333,2018-09-23,1148,21,19.1,38,2.1,2000,4.4,0.0,0.0,0.0,Autumn,Holiday,True
334,2018-09-23,1074,22,18.5,40,2.5,2000,4.6,0.0,0.0,0.0,Autumn,Holiday,True
335,2018-09-23,768,23,17.7,45,1.1,2000,5.6,0.0,0.0,0.0,Autumn,Holiday,True
336,2018-09-24,620,0,17.2,50,1.7,2000,6.6,0.0,0.0,0.0,Autumn,Holiday,True
337,2018-09-24,426,1,16.8,53,2.0,2000,7.1,0.0,0.0,0.0,Autumn,Holiday,True
338,2018-09-24,302,2,16.1,57,0.7,2000,7.5,0.0,0.0,0.0,Autumn,Holiday,True
339,2018-09-24,216,3,15.5,63,0.3,2000,8.4,0.0,0.0,0.0,Autumn,Holiday,True
340,2018-09-24,141,4,14.9,68,0.9,2000,9.0,0.0,0.0,0.0,Autumn,Holiday,True
341,2018-09-24,105,5,14.4,66,0.3,2000,8.1,0.0,0.0,0.0,Autumn,Holiday,True
342,2018-09-24,141,6,14.3,66,0.5,2000,8.0,0.0,0.0,0.0,Autumn,Holiday,True
343,2018-09-24,205,7,14.7,61,2.1,2000,7.2,0.02,0.0,0.0,Autumn,Holiday,True
344,2018-09-24,296,8,15.4,52,2.2,1985,5.5,0.49,0.0,0.0,Autumn,Holiday,True
345,2018-09-24,310,9,17.0,43,2.1,1993,4.3,1.36,0.0,0.0,Autumn,Holiday,True
346,2018-09-24,426,10,18.5,38,3.3,2000,3.8,2.02,0.0,0.0,Autumn,Holiday,True
347,2018-09-24,588,11,19.4,31,4.1,1966,1.8,2.55,0.0,0.0,Autumn,Holiday,True
348,2018-09-24,754,12,20.3,34,2.6,2000,3.9,2.85,0.0,0.0,Autumn,Holiday,True
349,2018-09-24,885,13,20.9,30,3.5,2000,2.6,2.93,0.0,0.0,Autumn,Holiday,True
350,2018-09-24,1099,14,21.3,30,4.3,2000,3.0,2.78,0.0,0.0,Autumn,Holiday,True
351,2018-09-24,1273,15,21.8,32,3.3,2000,4.3,2.42,0.0,0.0,Autumn,Holiday,True
352,2018-09-24,1433,16,22.0,31,2.7,2000,4.0,1.87,0.0,0.0,Autumn,Holiday,True
353,2018-09-24,1442,17,21.6,32,3.1,2000,4.1,1.2,0.0,0.0,Autumn,Holiday,True
354,2018-09-24,1237,18,20.3,35,2.4,2000,4.3,0.46,0.0,0.0,Autumn,Holiday,True
355,2018-09-24,1280,19,18.6,54,2.7,2000,9.0,0.01,0.0,0.0,Autumn,Holiday,True
356,2018-09-24,1227,20,17.6,57,1.4,2000,8.9,0.0,0.0,0.0,Autumn,Holiday,True
357,2018-09-24,1145,21,16.8,58,1.2,2000,8.4,0.0,0.0,0.0,Autumn,Holiday,True
358,2018-09-24,958,22,16.6,47,3.9,2000,5.2,0.0,0.0,0.0,Autumn,Holiday,True
359,2018-09-24,750,23,15.7,51,0.4,2000,5.5,0.0,0.0,0.0,Autumn,Holiday,True
360,2018-09-25,558,0,14.7,55,1.6,2000,5.7,0.0,0.0,0.0,Autumn,Holiday,True
361,2018-09-25,408,1,13.8,60,0.8,2000,6.1,0.0,0.0,0.0,Autumn,Holiday,True
362,2018-09-25,292,2,13.4,62,0.2,2000,6.2,0.0,0.0,0.0,Autumn,Holiday,True
363,2018-09-25,222,3,12.7,67,0.5,2000,6.7,0.0,0.0,0.0,Autumn,Holiday,True
364,2018-09-25,157,4,12.0,69,0.5,2000,6.4,0.0,0.0,0.0,Autumn,Holiday,True
365,2018-09-25,105,5,11.5,70,0.5,2000,6.2,0.0,0.0,0.0,Autumn,Holiday,True
366,2018-09-25,132,6,11.2,70,0.9,2000,5.9,0.0,0.0,0.0,Autumn,Holiday,True
367,2018-09-25,262,7,10.8,72,0.9,2000,5.9,0.03,0.0,0.0,Autumn,Holiday,True
368,2018-09-25,440,8,12.0,61,1.3,1988,4.6,0.6,0.0,0.0,Autumn,Holiday,True
369,2018-09-25,542,9,15.3,49,1.0,2000,4.6,1.34,0.0,0.0,Autumn,Holiday,True
370,2018-09-25,667,10,18.0,44,1.3,1984,5.5,1.99,0.0,0.0,Autumn,Holiday,True
371,2018-09-25,853,11,20.1,40,1.6,1985,6.0,2.47,0.0,0.0,Autumn,Holiday,True
372,2018-09-25,1045,12,21.7,36,2.0,2000,5.9,2.78,0.0,0.0,Autumn,Holiday,True
373,2018-09-25,1309,13,22.9,30,2.0,2000,4.3,2.9,0.0,0.0,Autumn,Holiday,True
374,2018-09-25,1522,14,23.7,28,1.4,2000,4.0,2.77,0.0,0.0,Autumn,Holiday,True
375,2018-09-25,1747,15,24.1,26,1.6,2000,3.3,2.38,0.0,0.0,Autumn,Holiday,True
376,2018-09-25,1955,16,24.2,28,1.7,2000,4.5,1.86,0.0,0.0,Autumn,Holiday,True
377,2018-09-25,2033,17,22.9,33,1.4,2000,5.7,0.83,0.0,0.0,Autumn,Holiday,True
378,2018-09-25,1885,18,21.6,37,1.0,2000,6.2,0.24,0.0,0.0,Autumn,Holiday,True
379,2018-09-25,1608,19,20.3,39,0.6,2000,5.8,0.0,0.0,0.0,Autumn,Holiday,True
380,2018-09-25,1583,20,19.3,45,0.4,2000,7.0,0.0,0.0,0.0,Autumn,Holiday,True
381,2018-09-25,1565,21,18.5,48,1.0,2000,7.2,0.0,0.0,0.0,Autumn,Holiday,True
382,2018-09-25,1418,22,17.7,52,1.0,2000,7.7,0.0,0.0,0.0,Autumn,Holiday,True
383,2018-09-25,1042,23,17.4,49,1.2,2000,6.5,0.0,0.0,0.0,Autumn,Holiday,True
384,2018-10-03,1040,0,14.5,74,0.4,2000,9.9,0.0,0.0,0.0,Autumn,Holiday,True
385,2018-10-03,882,1,13.8,75,0.5,2000,9.4,0.0,0.0,0.0,Autumn,Holiday,True
386,2018-10-03,685,2,13.2,77,1.2,1972,9.2,0.0,0.0,0.0,Autumn,Holiday,True
387,2018-10-03,497,3,12.6,78,0.6,1907,8.8,0.0,0.0,0.0,Autumn,Holiday,True
388,2018-10-03,284,4,12.1,80,1.2,1834,8.7,0.0,0.0,0.0,Autumn,Holiday,True
389,2018-10-03,173,5,11.8,82,1.1,1878,8.8,0.0,0.0,0.0,Autumn,Holiday,True
390,2018-10-03,278,6,11.4,84,0.3,1742,8.7,0.0,0.0,0.0,Autumn,Holiday,True
391,2018-10-03,440,7,11.2,85,0.3,1593,8.7,0.02,0.0,0.0,Autumn,Holiday,True
392,2018-10-03,762,8,11.8,73,1.0,1649,7.1,0.49,0.0,0.0,Autumn,Holiday,True
393,2018-10-03,966,9,14.4,61,0.7,1340,6.9,1.21,0.0,0.0,Autumn,Holiday,True
394,2018-10-03,1113,10,17.3,53,0.7,1406,7.6,1.83,0.0,0.0,Autumn,Holiday,True
395,2018-10-03,1248,11,20.3,46,1.6,1409,8.2,2.29,0.0,0.0,Autumn,Holiday,True
396,2018-10-03,1634,12,21.4,40,1.4,1973,7.2,2.53,0.0,0.0,Autumn,Holiday,True
397,2018-10-03,1849,13,22.5,40,2.6,1854,8.2,2.64,0.0,0.0,Autumn,Holiday,True
398,2018-10-03,1995,14,23.4,35,1.6,1972,7.0,2.51,0.0,0.0,Autumn,Holiday,True
399,2018-10-03,2200,15,24.1,34,2.0,1996,7.2,2.14,0.0,0.0,Autumn,Holiday,True
400,2018-10-03,2112,16,24.0,34,2.7,2000,7.1,1.62,0.0,0.0,Autumn,Holiday,True
401,2018-10-03,2400,17,23.3,36,1.7,1960,7.3,0.95,0.0,0.0,Autumn,Holiday,True
402,2018-10-03,2235,18,21.5,43,1.8,2000,8.3,0.26,0.0,0.0,Autumn,Holiday,True
403,2018-10-03,1792,19,20.0,49,1.5,2000,8.9,0.0,0.0,0.0,Autumn,Holiday,True
404,2018-10-03,1744,20,18.6,55,1.5,2000,9.3,0.0,0.0,0.0,Autumn,Holiday,True
405,2018-10-03,1594,21,17.6,59,1.6,2000,9.4,0.0,0.0,0.0,Autumn,Holiday,True
406,2018-10-03,1393,22,16.9,63,0.2,2000,9.8,0.0,0.0,0.0,Autumn,Holiday,True
407,2018-10-03,1033,23,16.1,63,0.6,2000,9.0,0.0,0.0,0.0,Autumn,Holiday,True
408,2017-12-01,254,0,-5.2,37,2.2,2000,-17.6,0.0,0.0,0.0,Winter,No Holiday,True
409,2017-12-01,204,1,-5.5,38,0.8,2000,-17.6,0.0,0.0,0.0,Winter,No Holiday,True
410,2017-12-01,173,2,-6.0,39,1.0,2000,-17.7,0.0,0.0,0.0,Winter,No Holiday,True
411,2017-12-01,107,3,-6.2,40,0.9,2000,-17.6,0.0,0.0,0.0,Winter,No Holiday,True
412,2017-12-01,78,4,-6.0,36,2.3,2000,-18.6,0.0,0.0,0.0,Winter,No Holiday,True
413,2017-12-01,100,5,-6.4,37,1.5,2000,-18.7,0.0,0.0,0.0,Winter,No Holiday,True
414,2017-12-01,181,6,-6.6,35,1.3,2000,-19.5,0.0,0.0,0.0,Winter,No Holiday,True
415,2017-12-01,460,7,-7.4,38,0.9,2000,-19.3,0.0,0.0,0.0,Winter,No Holiday,True
416,2017-12-01,930,8,-7.6,37,1.1,2000,-19.8,0.01,0.0,0.0,Winter,No Holiday,True
417,2017-12-01,490,9,-6.5,27,0.5,1928,-22.4,0.23,0.0,0.0,Winter,No Holiday,True
418,2017-12-01,339,10,-3.5,24,1.2,1996,-21.2,0.65,0.0,0.0,Winter,No Holiday,True
419,2017-12-01,360,11,-0.5,21,1.3,1936,-20.2,0.94,0.0,0.0,Winter,No Holiday,True
420,2017-12-01,449,12,1.7,23,1.4,2000,-17.2,1.11,0.0,0.0,Winter,No Holiday,True
421,2017-12-01,451,13,2.4,25,1.6,2000,-15.6,1.16,0.0,0.0,Winter,No Holiday,True
422,2017-12-01,447,14,3.0,26,2.0,2000,-14.6,1.01,0.0,0.0,Winter,No Holiday,True
423,2017-12-01,463,15,2.1,36,3.2,2000,-11.4,0.54,0.0,0.0,Winter,No Holiday,True
424,2017-12-01,484,16,1.2,54,4.2,793,-7.0,0.24,0.0,0.0,Winter,No Holiday,True
425,2017-12-01,555,17,0.8,58,1.6,2000,-6.5,0.08,0.0,0.0,Winter,No Holiday,True
426,2017-12-01,862,18,0.6,66,1.4,2000,-5.0,0.0,0.0,0.0,Winter,No Holiday,True
427,2017-12-01,600,19,0.0,77,1.7,2000,-3.5,0.0,0.0,0.0,Winter,No Holiday,True
428,2017-12-01,426,20,-0.3,79,1.5,1913,-3.5,0.0,0.0,0.0,Winter,No Holiday,True
429,2017-12-01,405,21,-0.8,81,0.8,1687,-3.6,0.0,0.0,0.0,Winter,No Holiday,True
430,2017-12-01,398,22,-0.9,83,1.5,1380,-3.4,0.0,0.0,0.0,Winter,No Holiday,True
431,2017-12-01,323,23,-1.3,84,1.0,1265,-3.6,0.0,0.0,0.0,Winter,No Holiday,True
432,2017-12-02,328,0,-1.8,87,1.1,994,-3.6,0.0,0.0,0.0,Winter,No Holiday,True
433,2017-12-02,308,1,-2.2,86,0.6,990,-4.2,0.0,0.0,0.0,Winter,No Holiday,True
434,2017-12-02,262,2,-2.9,86,1.5,1256,-4.9,0.0,0.0,0.0,Winter,No Holiday,True
435,2017-12-02,167,3,-3.5,81,2.2,1221,-6.2,0.0,0.0,0.0,Winter,No Holiday,True
436,2017-12-02,89,4,-3.8,79,2.0,1167,-6.9,0.0,0.0,0.0,Winter,No Holiday,True
437,2017-12-02,79,5,-4.0,79,1.5,1202,-7.1,0.0,0.0,0.0,Winter,No Holiday,True
438,2017-12-02,70,6,-4.3,82,2.1,1178,-6.9,0.0,0.0,0.0,Winter,No Holiday,True
439,2017-12-02,146,7,-4.4,81,2.5,1276,-7.1,0.0,0.0,0.0,Winter,No Holiday,True
440,2017-12-02,219,8,-4.2,79,2.1,1436,-7.3,0.01,0.0,0.0,Winter,No Holiday,True
441,2017-12-02,328,9,-2.9,68,1.6,1487,-7.9,0.3,0.0,0.0,Winter,No Holiday,True
442,2017-12-02,334,10,-0.4,57,1.6,1309,-7.8,0.8,0.0,0.0,Winter,No Holiday,True
443,2017-12-02,388,11,1.9,49,1.8,1406,-7.7,1.0,0.0,0.0,Winter,No Holiday,True
444,2017-12-02,479,12,4.3,41,1.3,1666,-7.8,1.09,0.0,0.0,Winter,No Holiday,True
445,2017-12-02,606,13,6.0,36,1.8,1780,-7.9,1.12,0.0,0.0,Winter,No Holiday,True
446,2017-12-02,611,14,7.3,35,1.3,1955,-7.1,0.99,0.0,0.0,Winter,No Holiday,True
447,2017-12-02,589,15,7.6,41,2.3,1953,-4.8,0.74,0.0,0.0,Winter,No Holiday,True
448,2017-12-02,618,16,6.4,48,2.6,1945,-3.8,0.22,0.0,0.0,Winter,No Holiday,True
449,2017-12-02,572,17,6.0,51,2.5,1891,-3.3,0.06,0.0,0.0,Winter,No Holiday,True
450,2017-12-02,489,18,5.5,53,1.5,1697,-3.3,0.0,0.0,0.0,Winter,No Holiday,True
451,2017-12-02,385,19,5.0,52,2.3,1666,-4.0,0.0,0.0,0.0,Winter,No Holiday,True
452,2017-12-02,359,20,4.6,51,1.2,1585,-4.6,0.0,0.0,0.0,Winter,No Holiday,True
453,2017-12-02,377,21,4.1,55,1.2,1448,-4.1,0.0,0.0,0.0,Winter,No Holiday,True
454,2017-12-02,354,22,3.5,54,1.5,1446,-4.9,0.0,0.0,0.0,Winter,No Holiday,True
455,2017-12-02,366,23,4.0,56,1.0,1352,-4.0,0.0,0.0,0.0,Winter,No Holiday,True
456,2017-12-03,342,0,4.0,58,1.4,1296,-3.5,0.0,0.0,0.0,Winter,No Holiday,True
457,2017-12-03,227,1,3.9,69,1.7,485,-1.2,0.0,0.0,0.0,Winter,No Holiday,True
458,2017-12-03,228,2,3.3,79,1.4,830,0.0,0.0,0.0,0.0,Winter,No Holiday,True
459,2017-12-03,117,3,3.4,71,1.6,1011,-1.3,0.0,0.5,0.0,Winter,No Holiday,True
460,2017-12-03,76,4,3.5,73,1.0,1060,-0.8,0.0,0.0,0.0,Winter,No Holiday,True
461,2017-12-03,32,5,3.9,75,1.9,914,-0.1,0.0,0.0,0.0,Winter,No Holiday,True
462,2017-12-03,13,6,3.4,86,2.5,278,1.2,0.0,1.0,0.0,Winter,No Holiday,True
463,2017-12-03,22,7,3.1,91,1.2,129,1.7,0.0,0.0,0.0,Winter,No Holiday,True
464,2017-12-03,85,8,3.2,92,1.8,244,2.0,0.0,0.0,0.0,Winter,No Holiday,True
465,2017-12-03,152,9,3.5,91,1.8,231,2.1,0.02,2.5,0.0,Winter,No Holiday,True
466,2017-12-03,200,10,4.4,89,2.2,257,2.7,0.24,0.0,0.0,Winter,No Holiday,True
467,2017-12-03,273,11,5.1,87,1.4,321,3.1,0.25,0.0,0.0,Winter,No Holiday,True
468,2017-12-03,333,12,5.8,85,1.7,349,3.4,0.43,0.0,0.0,Winter,No Holiday,True
469,2017-12-03,495,13,6.8,81,1.9,390,3.7,0.6,0.0,0.0,Winter,No Holiday,True
470,2017-12-03,563,14,7.6,76,1.2,422,3.6,0.69,0.0,0.0,Winter,No Holiday,True
471,2017-12-03,621,15,8.0,73,1.6,433,3.4,0.53,0.0,0.0,Winter,No Holiday,True
472,2017-12-03,598,16,7.6,77,1.6,399,3.8,0.2,0.0,0.0,Winter,No Holiday,True
473,2017-12-03,545,17,6.7,82,1.5,358,3.8,0.05,0.0,0.0,Winter,No Holiday,True
474,2017-12-03,443,18,6.0,84,1.9,327,3.4,0.0,0.0,0.0,Winter,No Holiday,True
475,2017-12-03,422,19,5.7,85,1.7,309,3.3,0.0,0.0,0.0,Winter,No Holiday,True
476,2017-12-03,397,20,5.2,87,1.4,253,3.2,0.0,0.0,0.0,Winter,No Holiday,True
477,2017-12-03,385,21,4.7,87,1.2,247,2.7,0.0,0.0,0.0,Winter,No Holiday,True
478,2017-12-03,350,22,4.3,89,1.8,201,2.6,0.0,0.0,0.0,Winter,No Holiday,True
479,2017-12-03,303,23,3.9,90,1.3,194,2.4,0.0,0.0,0.0,Winter,No Holiday,True
480,2017-12-04,285,0,4.2,88,0.6,216,2.3,0.0,0.0,0.0,Winter,No Holiday,True
481,2017-12-04,186,1,4.3,87,0.5,221,2.3,0.0,0.0,0.0,Winter,No Holiday,True
482,2017-12-04,112,2,4.4,87,1.8,207,2.4,0.0,0.0,0.0,Winter,No Holiday,True
483,2017-12-04,65,3,3.6,85,2.3,206,1.3,0.0,0.0,0.0,Winter,No Holiday,True
484,2017-12-04,41,4,2.8,89,1.5,130,1.1,0.0,0.0,0.0,Winter,No Holiday,True
485,2017-12-04,82,5,2.0,83,2.7,253,-0.5,0.0,0.0,0.0,Winter,No Holiday,True
486,2017-12-04,200,6,1.2,76,3.7,371,-2.5,0.0,0.1,0.0,Winter,No Holiday,True
487,2017-12-04,498,7,0.2,68,3.4,702,-5.0,0.0,0.0,0.0,Winter,No Holiday,True
488,2017-12-04,937,8,-0.8,69,3.5,954,-5.7,0.01,0.0,0.0,Winter,No Holiday,True
489,2017-12-04,509,9,-1.5,47,4.2,1888,-11.3,0.22,0.0,0.0,Winter,No Holiday,True
490,2017-12-04,311,10,-1.1,40,4.5,2000,-13.0,0.64,0.0,0.0,Winter,No Holiday,True
491,2017-12-04,379,11,-0.5,41,4.1,1799,-12.1,0.94,0.0,0.0,Winter,No Holiday,True
492,2017-12-04,393,12,-0.3,38,4.8,1823,-12.9,1.11,0.0,0.0,Winter,No Holiday,True
493,2017-12-04,391,13,0.0,30,5.4,1938,-15.5,1.17,0.0,0.0,Winter,No Holiday,True
494,2017-12-04,338,14,0.1,27,4.5,2000,-16.7,1.09,0.0,0.0,Winter,No Holiday,True
495,2017-12-04,341,15,-0.1,25,5.8,2000,-17.8,0.88,0.0,0.0,Winter,No Holiday,True
496,2017-12-04,375,16,-0.2,23,4.7,2000,-18.8,0.55,0.0,0.0,Winter,No Holiday,True
497,2017-12-04,515,17,-1.3,26,5.3,2000,-18.3,0.18,0.0,0.0,Winter,No Holiday,True
498,2017-12-04,807,18,-2.1,29,3.9,2000,-17.7,0.0,0.0,0.0,Winter,No Holiday,True
499,2017-12-04,568,19,-2.9,32,3.2,2000,-17.3,0.0,0.0,0.0,Winter,No Holiday,True
500,2017-12-04,398,20,-3.6,38,3.0,2000,-15.8,0.0,0.0,0.0,Winter,No Holiday,True
501,2017-12-04,397,21,-4.6,43,4.5,2000,-15.3,0.0,0.0,0.0,Winter,No Holiday,True
502,2017-12-04,353,22,-5.3,45,2.5,2000,-15.3,0.0,0.0,0.0,Winter,No Holiday,True
503,2017-12-04,248,23,-5.8,44,2.4,2000,-16.1,0.0,0.0,0.0,Winter,No Holiday,True
504,2017-12-05,216,0,-6.1,42,2.6,2000,-16.9,0.0,0.0,0.0,Winter,No Holiday,True
505,2017-12-05,198,1,-6.5,41,2.8,2000,-17.6,0.0,0.0,0.0,Winter,No Holiday,True
506,2017-12-05,124,2,-6.8,41,2.5,2000,-17.8,0.0,0.0,0.0,Winter,No Holiday,True
507,2017-12-05,62,3,-6.9,39,2.0,2000,-18.5,0.0,0.0,0.0,Winter,No Holiday,True
508,2017-12-05,42,4,-7.2,34,3.0,2000,-20.4,0.0,0.0,0.0,Winter,No Holiday,True
509,2017-12-05,82,5,-7.4,33,2.6,2000,-20.9,0.0,0.0,0.0,Winter,No Holiday,True
510,2017-12-05,172,6,-7.4,34,3.2,2000,-20.6,0.0,0.0,0.0,Winter,No Holiday,True
511,2017-12-05,381,7,-7.5,33,2.2,2000,-21.0,0.0,0.0,0.0,Winter,No Holiday,True
